ID,Question Body,Choice 1,Choice 2,Choice 3,Choice 4,Key,Education Period,Grade Title,Level,Is Trap,Trap,Course Title,P0,P1,P2,P3,P4,Year,final_category_fa,Answer
14009,به‌ترتیب کدام سلسله با فرمان خلفای عباسی به قدرت رسید و کدام‌یک بدون آن‌که از خلفای عباسی اجازه بگیرد، حکومت خود را برپا کرد؟,علویان – صفاریان,طاهریان – سامانیان,سامانیان –  آل‌بویه,آل‌بویه – صفاریان,3.0,متوسطه 1,هشتم,متوسط,False,,مطالعات اجتماعی هشتم,26.0,7.0,10.0,50.0,6.0,1402,مطالعات اجتماعی دوره اول متوسطه,"گزينة «3» 
 طاهریان و سامانیان با فرمان خلفای عباسی به قدرت رسیدند. برخلاف این دو حکومت، بنیانگذاران سلسله‌های صفاریان، علویان و آل‌بویه بدون آن‌که اجازه و فرمانی از خلفای عباسی بگیرند، حکومت خود را برپا کردند."
3421,مثلثی با اضلاع 4، 5 و 8 واحد، با مثلثی به اضلاع . . . متشابه است.,$8$ و $10$ و $18$,$6$، $\frac{15}{2}$ و $4$,) $\frac{3}{2}$، $\frac{15}{8}$ و $3$,$\frac{32}{3}$، $\frac{20}{3}$ و $16$,3.0,متوسطه 1,نهم,نسبتا دشوار,False,,ریاضی نهم,59.0,8.0,4.0,23.0,6.0,1396,ریاضی دوره اول متوسطه,"تنها در گزینه‌ی «3» است که نسبت ثابتی بین سه عدد صورت سؤال و سه عدد گزینه وجود دارد، در باقی گزینه‌‌ها این نسبت نیست: 
 $\frac{4}{\frac{3}{2}}=\frac{5}{\frac{15}{8}}=\frac{8}{3}$"
7886,فرض کنید که در یک دماسنج، نقاط ذوب یخ و جوش آب را در شرایط متعارف 40 و 220 انتخاب کرده باشند. اگر دمای این دماسنج را با ${{\theta }_{F}}$ و دمای دماسنج سلسیوس را با ${{\theta }_{C}}$ نشان دهیم، کدام رابطه ی زیر درست است؟,${{\theta }_{F}}=\frac{9}{5}{{\theta }_{C}}+40$,$\frac{{{\theta }_{F}}-32}{180}=\frac{{{\theta }_{C}}}{100}$,${{\theta }_{F}}=\frac{9}{5}{{\theta }_{C}}-32$,${{\theta }_{F}}=2/2{{\theta }_{C}}+40$,1.0,متوسطه 2,دهم تجربي,متوسط,False,,فیزیک 1  دهم تجربی,68.0,23.0,4.0,4.0,2.0,1396,فیزیک دوره دوم متوسطه,"با استفاده از رابطه‌ی بین دماسنج معلوم $({{\theta }_{C}})$ و دماسنج نامعلوم $({{\theta }_{F}})$ داریم:‌ 
 $\begin{align}  & \frac{{{\theta }_{C}}-{{\theta }_{C1}}}{{{\theta }_{C2}}-{{\theta }_{C1}}}=\frac{{{\theta }_{F}}-{{\theta }_{F1}}}{{{\theta }_{F2}}-{{\theta }_{F1}}}\xrightarrow[{{\theta }_{F1}}=40\,\,\,\,{{\theta }_{F2}}=220]{{{\theta }_{C1}}={{0}^{\circ }}C\,\,\,\,{{\theta }_{C2}}={{100}^{\circ }}C} \\  & \frac{{{\theta }_{C}}-0}{100-0}=\frac{{{\theta }_{F}}-40}{220-40}\Rightarrow \frac{{{\theta }_{C}}}{100}=\frac{{{\theta }_{F}}-40}{180}\Rightarrow  \\  & {{\theta }_{F}}=\frac{9}{5}{{\theta }_{C}}+40 \\ \end{align}$"
6649,کدام جمله درباره‌ی دو آهن‌ربا درست است؟,اگر آهن‌رباها در دو طرف یک کتاب باشند اصلاً به هم نیرو وارد نمی‌کنند.,همیشه هم‌دیگر را دفع می‌کنند.,در فاصله‌های نزدیک، همیشه هم‌دیگر را جذب می‌کنند.,برای وارد کردن نیرو به هم نیازی به تماس با هم ندارند.,4.0,دبستان 1,سوم دبستان,متوسط,False,,علوم تجربی سوم دبستان,22.0,16.0,1.0,13.0,47.0,1399,علوم تجربی دوره اول ابتدایی,"گزینۀ «4» 
 دو آهن‌ربا تا یک فاصله‌ی معین می‌توانند به یک‌دیگر نیروی محسوسی وارد کنند. این نیرو می‌تواند از نوع جاذبه یا دافعه باشد و نیازی به تماس داشتن آن‌ها با هم نیست."
3481,مربع 9 برابر ${{3}^{3}}\times {{2}^{5}}$ برابر کدام است؟,${{6}^{5}}$,${{6}^{4}}$,${{6}^{10}}$,${{3}^{20}}$,3.0,متوسطه 1,هشتم,دشوار,False,,ریاضی هشتم,59.0,7.0,5.0,25.0,5.0,1401,ریاضی دوره اول متوسطه,"گزينة «3» 
 $9\times {{3}^{3}}\times {{2}^{5}}={{3}^{2}}\times {{3}^{3}}\times {{2}^{5}}={{3}^{5}}\times {{2}^{5}}={{(3\times 2)}^{5}}={{6}^{5}}\xrightarrow{\mathsf{\;\;\;مربع\;\;\;}}{{({{6}^{5}})}^{2}}={{6}^{10}}$"
7796,میکروسکوپ‌های الکترونی می‌توانند از یک ماده، تصویری با بزرگنمایی $8\times {{10}^{8}}$ برابر به ما بدهند. اگر در تصویری که این میکروسکوپ ایجاد کرده طول یک ریزذره حدود $2cm$ باشد، طول واقعی آن چند نانومتر است؟,0/25,0/025,$16\times {{10}^{6}}$,$0/25\times {{10}^{-10}}$,2.0,متوسطه 2,دهم تجربي,دشوار,True,",3,",فیزیک 1  دهم تجربی,83.0,2.0,6.0,6.0,3.0,1394,فیزیک دوره دوم متوسطه,"$=\frac{2\times {{10}^{-2}}}{8\times {{10}^{8}}}=0/25\times {{10}^{-10}}m$طول واقعی 
 
 $=0/25\times {{10}^{-1}}\times {{10}^{-9}}m=0/025nm$"
3242,علی ساعت 30: 3 بعدازظهر به قصد رفتن به خانه‌ی مادربزرگش حرکت کرد و ساعت 45: 4 بعداز ظهر رسید. علی چند ساعت در راه بوده است؟,یک ساعت و 25 دقیقه,1/15ساعت,یک ساعت و 5 دقیقه,1/25ساعت,4.0,دبستان 2,ششم دبستان,دشوار,True,",2,",ریاضی ششم دبستان,4.0,3.0,67.0,2.0,23.0,1393,ریاضی دوره دوم ابتدایی,"$\begin{array}{l}\;\;\;4\;:45\\\;\underline{-3:30}\\\;\;\;\;1:15\begin{array}{c}\;.است\end{array}\begin{array}{c}بوده\end{array}\;\begin{array}{c}راه\end{array}\begin{array}{c}\;در\end{array}\begin{array}{c}\;علی\end{array}\;\begin{array}{c}که\end{array}\;\begin{array}{c}زمانی\end{array}\;\begin{array}{c}که\end{array}\;\begin{array}{c}مدت\end{array}\end{array}$ 
 ساعت   $1:15=1\frac{15}{60}=1\frac{1}{4}=1/25$"
15828,"نویسندگان چند اثر در کمانک برابر آن صحیح است؟ 
 «احسن‌التواریخ (خواندمیر) _ عباس‌نامه (میرزا برخوردار فراهی) _ عین‌الحیات (علی بن حسین واعظ کاشفی) _ تاریخ عالم‌آرای عباسی (شیخ بهایی) _ حبیب‌السیر (وحید قزوینی) _ مجالس‌المؤمنین (قاضی نورالله شوشتری) »",دو,سه,یک,چهار,1.0,متوسطه 2,یازدهم انسانى,متوسط,False,,علوم و فنون ادبی 2 يازدهم,49.0,30.0,9.0,6.0,7.0,1399,زبان و ادبیات فارسی دوره دوم متوسطه,نویسندگان «عین‌الحیات» و «مجالس‌المؤمنین» درست نوشته شده‌اند. «احسن‌التواریخ» از حسن بیگ روملو، «عباس‌نامه» از وحید قزوینی، «تاریخ عالم‌آرای عباسی» از اسکندربیگ ترکمان و «حیبب‌السیر» از خواندمیر است.
11693,کدام‌ گزینه از نظر تاریخ ادبیات صحیح است؟,سیدحسن حسینی، نویسنده، شاعر و استاد دانشگاه است و یکی از آثار او «تا صبح‌دمان» می‌باشد.,علی اکبر دهخدا، نویسنده و دانشمند معروف قرن چهاردهم که کتاب «روح‌القوانین» را نوشته است.,مثنوی معنوی کتاب جلال‌الدّین محمّد بلخی می‌باشد که شامل 6 دفتر و 26 هزار بیت است.,باباطاهر عریان همدانی از شاعران و عارفان ایرانی قرن ششم هجری است.,3.0,دبستان 2,ششم دبستان,دشوار,False,,فارسی ششم دبستان,34.0,8.0,10.0,32.0,16.0,1396,زبان و ادبیات فارسی دوره دوم ابتدایی,"تشریح سایر گزینه‌ها: 
 گزینه‌ی «1»: مصطفی علی‌پور نویسنده، شاعر و استاد دانشگاه است و یکی از آثار او «تا صبح‌دمان» می‌باشد. 
 گزینه‌ی «2»: علی‌اکبر دهخدا کتاب «روح‌القوانین» را ترجمه کرده است. 
 گزینه‌ی ‌«4»: باباطاهر عریان همدانی از شاعران و عارفان ایرانی قرن‌های چهارم و پنجم هجری است."
3035,در یک کارتن 5 جعبه وجود دارد و در هر جعبه 6 آدامس است. در سه کارتن چند آدامس وجود دارد؟,90,100,80,85,1.0,دبستان 1,سوم دبستان,متوسط,False,,ریاضی سوم دبستان,23.0,50.0,11.0,11.0,6.0,1395,ریاضی دوره اول ابتدایی,در سه کارتن 90 آدامس وجود دارد. 90=30+30+30                                 در یک کارتن، 30 آدامس وجود دارد.  30=6 ✕5
6136,"کدام‌یک از عبارت‌های زیر نادرست است؟ 
 آ) در سال 2005 میلادی مجموع میزان تولید یا مصرف نسبی فلزها و سوخت‌های فسیلی از مواد معدنی بیشتر بوده است. 
 ب) ترکیب تشکیل‌دهنده ظروف غذاخوری و ترکیب سازنده قاشق می‌توانند به ترتیب خاک چینی و فولاد زنگ نزن باشند. 
 پ) آرایش الکترونی لایه ظرفیت هلیم مشابه دیگر گازهای نجیب است. 
 ت) عنصرهای جدول دوره‌ای را براساس رفتار آن‌ها می‌توان فقط جزو فلزها و نافلزها جای داد.",ب و ت,آ، پ و ت,آ، ب و پ,پ و ت,2.0,متوسطه 2,یازدهم تجربي,ساده,False,,شیمی 2 يازدهم,25.0,5.0,53.0,6.0,11.0,1399,شیمی دوره دوم متوسطه,"گزینه «2» 
 بررسی عبارت‌های نادرست: 
 آ) در سال 2005 میلادی مجموع میزان تولید یا مصرف نسبی فلزها و سوخت‌های فسیلی از مواد معدنی کمتر بوده است. 
 پ) هلیم با اینکه در گروه 18 جدول دوره‌ای عنصرها جای دارد، اما عنصری از دسته s است و آرایش الکترونی لایه ظرفیت آن با دیگر گازهای نجیب متفاوت است. 
 ت) عنصرهای جدول دوره‌ای را براساس رفتار آن‌ها می‌توان در سه دسته شامل فلز، نافلز و شبه فلز جای داد."
2412,یک استاد نجاری 12 ساعت نیاز دارد تا کاری را به‌تنهایی کامل کند و دستیار او این کار را به تنهایی در 16 ساعت انجام می‌دهد. استاد پس از 4 ساعت کار به تنهایی کار را ترک کرده و ادامه آن را به دستیارش می‌سپارد تا به اتمام برساند. چند دقیقه طول می‌کشد تا دستیار کار را تمام کند؟,380,420,480,640,4.0,متوسطه 2,یازدهم تجربي,متوسط,False,,ریاضی 2 يازدهم تجربي,68.0,1.0,1.0,4.0,26.0,1398,ریاضی دوره دوم متوسطه,"گزینه «4» 
 استاد به تنهایی در هر ساعت$\frac{1}{12}$ کار و دستیارش به‌تنهایی در هر ساعت‌$\frac{1}{16}$ کار را انجام می‌دهد. استاد 4 ساعت کار می‌کند یعنی$4\times \frac{1}{12}=\frac{1}{3}$ کار انجام می‌شود پس$\frac{2}{3}$ کار باقی‌مانده است. 
 $x$ مدت زمان کار دستیار است تا کار به‌طور کامل تمام شود: 
 دقیقه$\Rightarrow \frac{32}{3}\times 60=640$(ساعت)$\frac{1}{16}x=\frac{2}{3}\Rightarrow x=\frac{32}{3}$"
12620,عبارات «از نویسندگان زبردست قرن هفتم»، «از نویسندگانی با نثر مصنوع»، «منشی و نویسنده عارف» و «شاعر مداح دربار خوارزمشاهیان» به‌ترتیب درباره کدام شخصیت‌ها مصداق دارد؟,شمس قیس رازی _ رشیدالدین فضل‌الله همدانی _ فخرالدین عراقی _ نجم‌الدین کبری,شمس قیس رازی _ عطاملک جوینی _ نجم دایه _ کمال‌الدین اسماعیل,سعدی _ رشیدالدین فضل‌الله همدانی _ نجم دایه _ کمال‌الدین اسماعیل,سعدی _ عطاملک جوینی _ فخرالدین عراقی _ نجم‌الدین کبری,2.0,متوسطه 2,یازدهم انسانى,ساده,False,,علوم و فنون ادبی 2 يازدهم,39.0,5.0,41.0,11.0,5.0,1398,زبان و ادبیات فارسی دوره دوم متوسطه,"_ «شمس قیس رازی» از نویسندگان زبردست قرن هفتم است. 
 _ کتاب تاریخ جهانگشا، نوشته عطاملک جوینی، به نثری مصنوع و دشوار نوشته شده است. 
 _ نجم‌الدین رازی (نجم دایه) از منشیان و نویسندگان توانا و از عارفان وارسته است. 
 _ کمال‌الدین اسماعیل، مداح جلال‌الدین خوارزمشاه بود."
